name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,genre,related_artists
Not Fade Away,"The ""Chirping"" Crickets",Buddy Holly & The Crickets,1957-11-27,142773,46,0.835,0.799,0.475,0.0,0.275,-13.142,0.0413,95.966,4,rock-and-roll,"['The Big Bopper', 'The Crickets', 'Bill Haley', 'Bill Haley & His Comets', 'Chubby Checker']"
You've Got Love,"The ""Chirping"" Crickets",Buddy Holly & The Crickets,1957-11-27,127760,21,0.77,0.652,0.391,0.0,0.0768,-10.618,0.0284,124.182,4,rock-and-roll,"['The Big Bopper', 'The Crickets', 'Bill Haley', 'Bill Haley & His Comets', 'Chubby Checker']"
Maybe Baby,"The ""Chirping"" Crickets",Buddy Holly & The Crickets,1957-11-27,122600,50,0.708,0.607,0.477,0.0,0.253,-12.904,0.0333,136.614,4,rock-and-roll,"['The Big Bopper', 'The Crickets', 'Bill Haley', 'Bill Haley & His Comets', 'Chubby Checker']"
It's Too Late,"The ""Chirping"" Crickets",Buddy Holly & The Crickets,1957-11-27,143973,24,0.546,0.553,0.197,0.0,0.427,-13.662,0.0318,71.634,4,rock-and-roll,"['The Big Bopper', 'The Crickets', 'Bill Haley', 'Bill Haley & His Comets', 'Chubby Checker']"
Tell Me How,"The ""Chirping"" Crickets",Buddy Holly & The Crickets,1957-11-27,120866,24,0.742,0.528,0.537,1.86e-06,0.0642,-12.713,0.03,156.974,4,rock-and-roll,"['The Big Bopper', 'The Crickets', 'Bill Haley', 'Bill Haley & His Comets', 'Chubby Checker']"
That'll Be The Day,"The ""Chirping"" Crickets",Buddy Holly & The Crickets,1957-11-27,136893,38,0.466,0.624,0.457,0.0,0.276,-10.884,0.0325,126.588,4,rock-and-roll,"['The Big Bopper', 'The Crickets', 'Bill Haley', 'Bill Haley & His Comets', 'Chubby Checker']"
I'm Lookin' For Someone To Love,"The ""Chirping"" Crickets",Buddy Holly & The Crickets,1957-11-27,118466,27,0.781,0.375,0.617,0.0,0.355,-10.083,0.0768,177.791,4,rock-and-roll,"['The Big Bopper', 'The Crickets', 'Bill Haley', 'Bill Haley & His Comets', 'Chubby Checker']"
An Empty Cup (And A Broken Date),"The ""Chirping"" Crickets",Buddy Holly & The Crickets,1957-11-27,134200,17,0.877,0.536,0.203,0.0,0.0703,-13.52,0.0286,90.177,4,rock-and-roll,"['The Big Bopper', 'The Crickets', 'Bill Haley', 'Bill Haley & His Comets', 'Chubby Checker']"
Send Me Some Lovin',"The ""Chirping"" Crickets",Buddy Holly & The Crickets,1957-11-27,156066,22,0.761,0.589,0.129,0.0,0.15,-15.453,0.0309,114.526,4,rock-and-roll,"['The Big Bopper', 'The Crickets', 'Bill Haley', 'Bill Haley & His Comets', 'Chubby Checker']"
Last Night,"The ""Chirping"" Crickets",Buddy Holly & The Crickets,1957-11-27,115306,20,0.822,0.708,0.107,0.0,0.0876,-16.686,0.0351,111.099,3,rock-and-roll,"['The Big Bopper', 'The Crickets', 'Bill Haley', 'Bill Haley & His Comets', 'Chubby Checker']"
Rock Me My Baby,"The ""Chirping"" Crickets",Buddy Holly & The Crickets,1957-11-27,111266,20,0.628,0.629,0.556,0.0,0.12,-11.502,0.0399,102.797,4,rock-and-roll,"['The Big Bopper', 'The Crickets', 'Bill Haley', 'Bill Haley & His Comets', 'Chubby Checker']"
The Kid from Red Bank,The Atomic Mr Basie,Count Basie,1958,162493,27,0.62,0.533,0.63,0.358,0.237,-9.546,0.0557,138.747,4,big band,"['Count Basie Orchestra', 'Count Basie Big Band', 'Duke Ellington Orchestra', 'Benny Goodman', 'Dizzy Gillespie']"
Duet,The Atomic Mr Basie,Count Basie,1958,252706,24,0.569,0.582,0.336,0.877,0.104,-11.3,0.0358,95.136,4,big band,"['Count Basie Orchestra', 'Count Basie Big Band', 'Duke Ellington Orchestra', 'Benny Goodman', 'Dizzy Gillespie']"
After Supper,The Atomic Mr Basie,Count Basie,1958,205493,26,0.959,0.376,0.0266,0.886,0.0981,-25.292,0.0509,63.957,4,big band,"['Count Basie Orchestra', 'Count Basie Big Band', 'Duke Ellington Orchestra', 'Benny Goodman', 'Dizzy Gillespie']"
Flight of the Foo Birds,The Atomic Mr Basie,Count Basie,1958,204733,37,0.655,0.623,0.544,0.0584,0.198,-8.821,0.0361,96.235,4,big band,"['Count Basie Orchestra', 'Count Basie Big Band', 'Duke Ellington Orchestra', 'Benny Goodman', 'Dizzy Gillespie']"
Double-O,The Atomic Mr Basie,Count Basie,1958,167640,22,0.719,0.508,0.548,0.496,0.189,-9.306,0.0659,131.47,4,big band,"['Count Basie Orchestra', 'Count Basie Big Band', 'Duke Ellington Orchestra', 'Benny Goodman', 'Dizzy Gillespie']"
Teddy the Toad,The Atomic Mr Basie,Count Basie,1958,200533,23,0.884,0.64,0.219,0.47,0.31,-11.186,0.0392,121.31,4,big band,"['Count Basie Orchestra', 'Count Basie Big Band', 'Duke Ellington Orchestra', 'Benny Goodman', 'Dizzy Gillespie']"
Whirly-Bird,The Atomic Mr Basie,Count Basie,1958,232493,33,0.73,0.502,0.536,0.757,0.115,-10.579,0.087,131.715,4,big band,"['Count Basie Orchestra', 'Count Basie Big Band', 'Duke Ellington Orchestra', 'Benny Goodman', 'Dizzy Gillespie']"
Midnite Blue,The Atomic Mr Basie,Count Basie,1958,268533,22,0.912,0.338,0.108,0.622,0.121,-13.358,0.0292,82.537,4,big band,"['Count Basie Orchestra', 'Count Basie Big Band', 'Duke Ellington Orchestra', 'Benny Goodman', 'Dizzy Gillespie']"
Splanky,The Atomic Mr Basie,Count Basie,1958,217373,46,0.725,0.583,0.376,0.251,0.0642,-10.914,0.0433,120.713,4,big band,"['Count Basie Orchestra', 'Count Basie Big Band', 'Duke Ellington Orchestra', 'Benny Goodman', 'Dizzy Gillespie']"
Fantail,The Atomic Mr Basie,Count Basie,1958,176960,21,0.694,0.459,0.598,0.586,0.0862,-10.317,0.0705,102.434,4,big band,"['Count Basie Orchestra', 'Count Basie Big Band', 'Duke Ellington Orchestra', 'Benny Goodman', 'Dizzy Gillespie']"
Lil' Darlin',The Atomic Mr Basie,Count Basie,1958,288173,34,0.911,0.383,0.0305,0.468,0.0966,-21.459,0.0332,64.27,4,big band,"['Count Basie Orchestra', 'Count Basie Big Band', 'Duke Ellington Orchestra', 'Benny Goodman', 'Dizzy Gillespie']"
Brilliant Corners,Brilliant Corners,Thelonious Monk,1957,463933,23,0.511,0.583,0.364,0.219,0.0654,-10.258,0.0345,104.747,4,bebop,"['Thelonious Monk Quartet', 'Charles Mingus', 'Dizzy Gillespie', 'Charlie Parker', 'Sonny Rollins']"
Ba-Lue Bolivar Ba-Lues-Are,Brilliant Corners,Thelonious Monk,1957,787933,31,0.596,0.566,0.374,0.0102,0.172,-11.194,0.0507,115.735,4,bebop,"['Thelonious Monk Quartet', 'Charles Mingus', 'Dizzy Gillespie', 'Charlie Parker', 'Sonny Rollins']"
Pannonica,Brilliant Corners,Thelonious Monk,1957,529560,21,0.677,0.536,0.255,0.167,0.115,-9.73,0.0334,126.029,4,bebop,"['Thelonious Monk Quartet', 'Charles Mingus', 'Dizzy Gillespie', 'Charlie Parker', 'Sonny Rollins']"
"I Surrender, Dear",Brilliant Corners,Thelonious Monk,1957,326160,19,0.988,0.548,0.134,0.902,0.166,-16.242,0.0529,77.699,4,bebop,"['Thelonious Monk Quartet', 'Charles Mingus', 'Dizzy Gillespie', 'Charlie Parker', 'Sonny Rollins']"
Bemsha Swing,Brilliant Corners,Thelonious Monk,1957,463333,22,0.55,0.543,0.534,0.225,0.0586,-7.492,0.0332,90.562,4,bebop,"['Thelonious Monk Quartet', 'Charles Mingus', 'Dizzy Gillespie', 'Charlie Parker', 'Sonny Rollins']"
El Cumbanchero,Palo Congo,Sabu,1957,339960,17,0.855,0.598,0.632,0.485,0.17,-15.084,0.0443,147.8,4,unknown,"['Sabu Martinez', 'Machito', 'Batacumbele', 'Grupo Abbilona', 'The Louvin Brothers']"
Billumba-Palo Congo,Palo Congo,Sabu,1957,369200,10,0.888,0.693,0.767,0.0,0.473,-14.387,0.454,175.535,4,unknown,"['Sabu Martinez', 'Machito', 'Batacumbele', 'Grupo Abbilona', 'The Louvin Brothers']"
Choferito-Plena,Palo Congo,Sabu,1957,244973,8,0.756,0.792,0.711,1.92e-05,0.0916,-10.471,0.054,129.992,4,unknown,"['Sabu Martinez', 'Machito', 'Batacumbele', 'Grupo Abbilona', 'The Louvin Brothers']"
Asabache,Palo Congo,Sabu,1957,265066,8,0.884,0.549,0.805,0.939,0.102,-14.855,0.0785,148.069,3,unknown,"['Sabu Martinez', 'Machito', 'Batacumbele', 'Grupo Abbilona', 'The Louvin Brothers']"
Simba,Palo Congo,Sabu,1957,358360,6,0.816,0.727,0.678,0.83,0.107,-12.5,0.0413,103.404,3,unknown,"['Sabu Martinez', 'Machito', 'Batacumbele', 'Grupo Abbilona', 'The Louvin Brothers']"
Rhapsodia Del Maravilloso,Palo Congo,Sabu,1957,281840,9,0.819,0.568,0.586,0.881,0.202,-11.491,0.0597,119.796,4,unknown,"['Sabu Martinez', 'Machito', 'Batacumbele', 'Grupo Abbilona', 'The Louvin Brothers']"
Aggo Elegua,Palo Congo,Sabu,1957,271600,12,0.497,0.66,0.769,0.0,0.0583,-11.938,0.174,122.017,4,unknown,"['Sabu Martinez', 'Machito', 'Batacumbele', 'Grupo Abbilona', 'The Louvin Brothers']"
Tribilin Cantore,Palo Congo,Sabu,1957,319826,7,0.904,0.643,0.541,0.408,0.0971,-13.93,0.0504,99.65,4,unknown,"['Sabu Martinez', 'Machito', 'Batacumbele', 'Grupo Abbilona', 'The Louvin Brothers']"
Move - Remastered,The Complete Birth Of The Cool,Miles Davis,1998-05-19,154120,16,0.913,0.521,0.37,0.691,0.271,-12.426,0.0784,136.873,4,cool jazz,"['Charlie Parker', 'Thelonious Monk', 'John Coltrane Quartet', 'Charles Mingus', 'Miles Davis']"
Jeru - Remastered,The Complete Birth Of The Cool,Miles Davis,1998-05-19,193533,15,0.824,0.399,0.268,0.0754,0.116,-13.04,0.0496,175.843,4,cool jazz,"['Charlie Parker', 'Thelonious Monk', 'John Coltrane Quartet', 'Charles Mingus', 'Miles Davis']"
Moon Dreams - Remastered,The Complete Birth Of The Cool,Miles Davis,1998-05-19,201733,16,0.976,0.177,0.0484,0.926,0.0954,-18.169,0.0356,76.107,4,cool jazz,"['Charlie Parker', 'Thelonious Monk', 'John Coltrane Quartet', 'Charles Mingus', 'Miles Davis']"
Venus De Milo - Remastered,The Complete Birth Of The Cool,Miles Davis,1998-05-19,193666,14,0.947,0.549,0.252,0.254,0.11,-10.886,0.0507,80.922,4,cool jazz,"['Charlie Parker', 'Thelonious Monk', 'John Coltrane Quartet', 'Charles Mingus', 'Miles Davis']"
Budo - Remastered,The Complete Birth Of The Cool,Miles Davis,1998-05-19,154013,13,0.934,0.513,0.358,0.355,0.124,-11.745,0.062,120.149,4,cool jazz,"['Charlie Parker', 'Thelonious Monk', 'John Coltrane Quartet', 'Charles Mingus', 'Miles Davis']"
Deception - Remastered,The Complete Birth Of The Cool,Miles Davis,1998-05-19,169080,13,0.882,0.488,0.331,0.0164,0.0612,-14.274,0.0339,99.933,4,cool jazz,"['Charlie Parker', 'Thelonious Monk', 'John Coltrane Quartet', 'Charles Mingus', 'Miles Davis']"
Godchild - Remastered,The Complete Birth Of The Cool,Miles Davis,1998-05-19,190933,12,0.929,0.428,0.305,0.337,0.133,-11.672,0.0781,173.011,4,cool jazz,"['Charlie Parker', 'Thelonious Monk', 'John Coltrane Quartet', 'Charles Mingus', 'Miles Davis']"
Boplicity - Remastered,The Complete Birth Of The Cool,Miles Davis,1998-05-19,181533,15,0.965,0.491,0.258,0.0985,0.0795,-10.886,0.0385,136.698,4,cool jazz,"['Charlie Parker', 'Thelonious Monk', 'John Coltrane Quartet', 'Charles Mingus', 'Miles Davis']"
Rocker - Remastered,The Complete Birth Of The Cool,Miles Davis,1998-05-19,187200,12,0.82,0.436,0.317,1.78e-05,0.17,-11.371,0.0348,102.88,4,cool jazz,"['Charlie Parker', 'Thelonious Monk', 'John Coltrane Quartet', 'Charles Mingus', 'Miles Davis']"
Israel - Remastered,The Complete Birth Of The Cool,Miles Davis,1998-05-19,139533,11,0.807,0.387,0.441,0.00014,0.34,-7.53,0.0403,174.786,3,cool jazz,"['Charlie Parker', 'Thelonious Monk', 'John Coltrane Quartet', 'Charles Mingus', 'Miles Davis']"
Rouge - Remastered,The Complete Birth Of The Cool,Miles Davis,1998-05-19,196515,11,0.877,0.366,0.397,0.0125,0.112,-9.449,0.0482,172.096,4,cool jazz,"['Charlie Parker', 'Thelonious Monk', 'John Coltrane Quartet', 'Charles Mingus', 'Miles Davis']"
Darn That Dream - Remastered,The Complete Birth Of The Cool,Miles Davis,1998-05-19,203854,11,0.901,0.385,0.147,1.07e-06,0.273,-11.959,0.0318,120.136,4,cool jazz,"['Charlie Parker', 'Thelonious Monk', 'John Coltrane Quartet', 'Charles Mingus', 'Miles Davis']"
Wild Jungle - 2000 Remaster,Kenya,Machito,2000-01-25,167893,23,0.912,0.41,0.788,0.809,0.0997,-12.182,0.0393,152.47,4,jazz cubano,"['Machito & His Orchestra', 'Mario Bauzá', 'Tito Rodriguez & His Orchestra', 'Machito Orchestra', 'Machito & His Afro Cubans']"
Congo Mulence - 2000 Remaster,Kenya,Machito,2000-01-25,176573,40,0.778,0.824,0.358,0.5,0.111,-13.046,0.0485,117.647,4,jazz cubano,"['Machito & His Orchestra', 'Mario Bauzá', 'Tito Rodriguez & His Orchestra', 'Machito Orchestra', 'Machito & His Afro Cubans']"
Kenya - 2000 Remaster,Kenya,Machito,2000-01-25,208866,18,0.608,0.449,0.458,0.157,0.085,-9.868,0.0471,115.785,4,jazz cubano,"['Machito & His Orchestra', 'Mario Bauzá', 'Tito Rodriguez & His Orchestra', 'Machito Orchestra', 'Machito & His Afro Cubans']"
Oyeme - 2000 Remaster,Kenya,Machito,2000-01-25,193666,12,0.669,0.521,0.409,0.0558,0.0547,-12.079,0.246,120.62,4,jazz cubano,"['Machito & His Orchestra', 'Mario Bauzá', 'Tito Rodriguez & His Orchestra', 'Machito Orchestra', 'Machito & His Afro Cubans']"
Holiday - 2000 Remaster,Kenya,Machito,2000-01-25,169493,11,0.73,0.598,0.49,0.04,0.0526,-12.148,0.0672,79.67,4,jazz cubano,"['Machito & His Orchestra', 'Mario Bauzá', 'Tito Rodriguez & His Orchestra', 'Machito Orchestra', 'Machito & His Afro Cubans']"
Cannonology - 2000 Remaster,Kenya,Machito,2000-01-25,151666,11,0.873,0.56,0.554,0.136,0.226,-12.065,0.06,130.632,4,jazz cubano,"['Machito & His Orchestra', 'Mario Bauzá', 'Tito Rodriguez & His Orchestra', 'Machito Orchestra', 'Machito & His Afro Cubans']"
Frenzy - 2000 Remaster,Kenya,Machito,2000-01-25,162600,9,0.824,0.425,0.67,0.549,0.0614,-10.625,0.164,154.384,4,jazz cubano,"['Machito & His Orchestra', 'Mario Bauzá', 'Tito Rodriguez & His Orchestra', 'Machito Orchestra', 'Machito & His Afro Cubans']"
Blues a La Machito - 2000 Remaster,Kenya,Machito,2000-01-25,183400,13,0.532,0.499,0.443,0.369,0.326,-10.652,0.183,111.576,4,jazz cubano,"['Machito & His Orchestra', 'Mario Bauzá', 'Tito Rodriguez & His Orchestra', 'Machito Orchestra', 'Machito & His Afro Cubans']"
Conversation - 2000 Remaster,Kenya,Machito,2000-01-25,178266,9,0.731,0.817,0.559,0.297,0.0761,-11.305,0.0635,132.417,4,jazz cubano,"['Machito & His Orchestra', 'Mario Bauzá', 'Tito Rodriguez & His Orchestra', 'Machito Orchestra', 'Machito & His Afro Cubans']"
Tin Tin Deo - 2000 Remaster,Kenya,Machito,2000-01-25,177133,11,0.339,0.58,0.53,0.343,0.0729,-8.737,0.0493,126.621,4,jazz cubano,"['Machito & His Orchestra', 'Mario Bauzá', 'Tito Rodriguez & His Orchestra', 'Machito Orchestra', 'Machito & His Afro Cubans']"
Minor Rama - 2000 Remaster,Kenya,Machito,2000-01-25,183440,9,0.715,0.478,0.597,0.0585,0.129,-9.098,0.124,92.455,4,jazz cubano,"['Machito & His Orchestra', 'Mario Bauzá', 'Tito Rodriguez & His Orchestra', 'Machito Orchestra', 'Machito & His Afro Cubans']"
Tururato - 2000 Remaster,Kenya,Machito,2000-01-25,191333,8,0.795,0.572,0.621,0.052,0.133,-12.071,0.175,104.784,4,jazz cubano,"['Machito & His Orchestra', 'Mario Bauzá', 'Tito Rodriguez & His Orchestra', 'Machito Orchestra', 'Machito & His Afro Cubans']"
Tutti Frutti,Here's Little Richard (Deluxe Edition),Little Richard,1957-03,144226,64,0.793,0.555,0.658,0.0,0.118,-3.866,0.0541,184.835,4,blues,"['Fats Domino', 'Jerry Lee Lewis', 'Chubby Checker', 'Bill Haley & His Comets', 'Chuck Berry']"
"True, Fine Mama",Here's Little Richard (Deluxe Edition),Little Richard,1957-03,160813,34,0.686,0.532,0.652,0.0,0.148,-6.572,0.0319,77.235,4,blues,"['Fats Domino', 'Jerry Lee Lewis', 'Chubby Checker', 'Bill Haley & His Comets', 'Chuck Berry']"
Can't Believe You Wanna Leave,Here's Little Richard (Deluxe Edition),Little Richard,1957-03,145266,35,0.691,0.59,0.517,0.0,0.0686,-6.577,0.0377,83.133,4,blues,"['Fats Domino', 'Jerry Lee Lewis', 'Chubby Checker', 'Bill Haley & His Comets', 'Chuck Berry']"
Ready Teddy,Here's Little Richard (Deluxe Edition),Little Richard,1957-03,126680,46,0.673,0.532,0.678,0.0,0.103,-5.59,0.19,205.973,4,blues,"['Fats Domino', 'Jerry Lee Lewis', 'Chubby Checker', 'Bill Haley & His Comets', 'Chuck Berry']"
Baby,Here's Little Richard (Deluxe Edition),Little Richard,1957-03,123506,24,0.659,0.595,0.715,0.0,0.249,-5.123,0.0599,122.624,4,blues,"['Fats Domino', 'Jerry Lee Lewis', 'Chubby Checker', 'Bill Haley & His Comets', 'Chuck Berry']"
Slippin’ And Slidin’ (Peepin’ And Hidin’),Here's Little Richard (Deluxe Edition),Little Richard,1957-03,161786,41,0.707,0.583,0.778,0.000604,0.1,-6.121,0.0556,175.834,4,blues,"['Fats Domino', 'Jerry Lee Lewis', 'Chubby Checker', 'Bill Haley & His Comets', 'Chuck Berry']"
Long Tall Sally (The Thing),Here's Little Richard (Deluxe Edition),Little Richard,1957-03,127426,63,0.755,0.474,0.608,0.0,0.0928,-5.139,0.0825,184.694,4,blues,"['Fats Domino', 'Jerry Lee Lewis', 'Chubby Checker', 'Bill Haley & His Comets', 'Chuck Berry']"
Miss Ann,Here's Little Richard (Deluxe Edition),Little Richard,1957-03,134866,25,0.676,0.653,0.528,0.0,0.236,-6.147,0.0471,110.744,4,blues,"['Fats Domino', 'Jerry Lee Lewis', 'Chubby Checker', 'Bill Haley & His Comets', 'Chuck Berry']"
Oh Why?,Here's Little Richard (Deluxe Edition),Little Richard,1957-03,126920,23,0.748,0.708,0.42,0.0,0.179,-7.225,0.043,116.613,4,blues,"['Fats Domino', 'Jerry Lee Lewis', 'Chubby Checker', 'Bill Haley & His Comets', 'Chuck Berry']"
Rip It Up,Here's Little Richard (Deluxe Edition),Little Richard,1957-03,141400,54,0.672,0.895,0.636,3.31e-06,0.0207,-6.043,0.06,95.922,4,blues,"['Fats Domino', 'Jerry Lee Lewis', 'Chubby Checker', 'Bill Haley & His Comets', 'Chuck Berry']"
"Jenny, Jenny",Here's Little Richard (Deluxe Edition),Little Richard,1957-03,121946,33,0.664,0.698,0.694,0.0,0.244,-7.063,0.0537,88.709,4,blues,"['Fats Domino', 'Jerry Lee Lewis', 'Chubby Checker', 'Bill Haley & His Comets', 'Chuck Berry']"
She's Got It,Here's Little Richard (Deluxe Edition),Little Richard,1957-03,146040,34,0.691,0.587,0.61,0.0,0.281,-6.307,0.0527,112.28,4,blues,"['Fats Domino', 'Jerry Lee Lewis', 'Chubby Checker', 'Bill Haley & His Comets', 'Chuck Berry']"
El Cayuco,Dance Mania Vol.1,Tito Puente,1991-08-13,155693,37,0.444,0.748,0.626,0.166,0.0445,-9.086,0.0588,127.688,4,afro-cuban percussion,"['Tito Puente & His Orchestra', 'Machito', 'Mongo Santamaria', 'Poncho Sanchez', 'Cachao']"
Complicación,Dance Mania Vol.1,Tito Puente,1991-08-13,200840,19,0.654,0.719,0.715,0.00504,0.251,-9.358,0.0532,95.167,4,afro-cuban percussion,"['Tito Puente & His Orchestra', 'Machito', 'Mongo Santamaria', 'Poncho Sanchez', 'Cachao']"
Three D Mambo,Dance Mania Vol.1,Tito Puente,1991-08-13,143466,10,0.527,0.626,0.632,0.784,0.139,-9.545,0.119,99.992,4,afro-cuban percussion,"['Tito Puente & His Orchestra', 'Machito', 'Mongo Santamaria', 'Poncho Sanchez', 'Cachao']"
Llego Mijan (Son Montuno),Dance Mania Vol.1,Tito Puente,1991-08-13,191760,10,0.6,0.703,0.673,0.00115,0.334,-7.979,0.0345,136.104,4,afro-cuban percussion,"['Tito Puente & His Orchestra', 'Machito', 'Mongo Santamaria', 'Poncho Sanchez', 'Cachao']"
Cuando Te Vea (Guaguanco),Dance Mania Vol.1,Tito Puente,1991-08-13,253266,19,0.705,0.748,0.683,0.0404,0.162,-8.236,0.0496,90.178,4,afro-cuban percussion,"['Tito Puente & His Orchestra', 'Machito', 'Mongo Santamaria', 'Poncho Sanchez', 'Cachao']"
Hong Kong Mambo,Dance Mania Vol.1,Tito Puente,1991-08-13,225933,27,0.844,0.673,0.599,0.884,0.151,-10.492,0.0483,91.168,4,afro-cuban percussion,"['Tito Puente & His Orchestra', 'Machito', 'Mongo Santamaria', 'Poncho Sanchez', 'Cachao']"
Mambo Gozon,Dance Mania Vol.1,Tito Puente,1991-08-13,165533,12,0.525,0.767,0.767,0.214,0.0768,-8.352,0.0547,105.042,4,afro-cuban percussion,"['Tito Puente & His Orchestra', 'Machito', 'Mongo Santamaria', 'Poncho Sanchez', 'Cachao']"
Mi Chiquita Quiere Bembé,Dance Mania Vol.1,Tito Puente,1991-08-13,235333,27,0.548,0.636,0.724,0.0227,0.0707,-8.24,0.0428,135.915,4,afro-cuban percussion,"['Tito Puente & His Orchestra', 'Machito', 'Mongo Santamaria', 'Poncho Sanchez', 'Cachao']"
Varsity Drag - Mambo Jazz Instrumental,Dance Mania Vol.1,Tito Puente,1991-08-13,170533,19,0.76,0.608,0.656,0.913,0.245,-9.668,0.0426,96.054,4,afro-cuban percussion,"['Tito Puente & His Orchestra', 'Machito', 'Mongo Santamaria', 'Poncho Sanchez', 'Cachao']"
Estoy Siempre Junto a Ti,Dance Mania Vol.1,Tito Puente,1991-08-13,191866,8,0.491,0.314,0.354,7.43e-05,0.277,-9.509,0.0352,184.0,4,afro-cuban percussion,"['Tito Puente & His Orchestra', 'Machito', 'Mongo Santamaria', 'Poncho Sanchez', 'Cachao']"
Agua Limpia Todo,Dance Mania Vol.1,Tito Puente,1991-08-13,174773,16,0.739,0.688,0.717,0.000496,0.36,-8.178,0.0589,95.713,4,afro-cuban percussion,"['Tito Puente & His Orchestra', 'Machito', 'Mongo Santamaria', 'Poncho Sanchez', 'Cachao']"
Saca Tu Mujer,Dance Mania Vol.1,Tito Puente,1991-08-13,184826,23,0.866,0.711,0.803,0.87,0.231,-8.789,0.0391,99.64,4,afro-cuban percussion,"['Tito Puente & His Orchestra', 'Machito', 'Mongo Santamaria', 'Poncho Sanchez', 'Cachao']"
I'm a Fool to Want You,Lady In Satin,Billie Holiday,1958-06,203266,44,0.695,0.244,0.233,0.00059,0.282,-16.583,0.0413,78.088,5,adult standards,"['Sarah Vaughan', 'Ella Fitzgerald', 'Dinah Washington', 'Etta Jones', 'Etta James']"
For Heaven's Sake,Lady In Satin,Billie Holiday,1958-06,206493,24,0.751,0.362,0.204,3.35e-06,0.121,-16.026,0.0443,120.459,4,adult standards,"['Sarah Vaughan', 'Ella Fitzgerald', 'Dinah Washington', 'Etta Jones', 'Etta James']"
You Don't Know What Love Is,Lady In Satin,Billie Holiday,1958-06,228133,38,0.822,0.215,0.247,7.5e-05,0.355,-15.11,0.0354,86.391,3,adult standards,"['Sarah Vaughan', 'Ella Fitzgerald', 'Dinah Washington', 'Etta Jones', 'Etta James']"
